,OfficialId,JerseyNum,FirstName,LastName,LastNameSuffix,Position,PositionLongName,NAbbrev,Height,Weight,DOB,POB,Hometown,Country,CountryCode,Nickname,InjuryStatus,InjuryDesc,Headshot,Initials,TrackingId,TeamId,Affiliate,CloudHeadshotURL,SquadId,College,LeagueStatus
154,21004,99,Trevon,Mason,,DL,,T. Mason,6055,290,,,,,,,,,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Trevon_Mason_21004.png,,Arizona,Active
155,21087,55,Alex,Mollette,,OL,,A. Mollette,6021,300,,,,,,,,,,,,2,,,,Marshall,Active
156,21108,18,Jordan,Mosley,,DB,,J. Mosley,6000,201,,,,,,,,,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jordan_Mosley_21108.png,,Maryland,Active
157,21125,94,Scean,Mustin,,DL,,S. Mustin,6013,325,,,,,,,,,,,,2,,,,Sam Houston St,Reserve List
158,21138,19,Aaron,Nelson,,WR,,A. Nelson,6000,180,,,,,,,,,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Aaron_Nelson_21138.png,,Delaware Valley,Active
159,21173,21,Garrett,Owens,,TE,,G. Owens,6026,229,,,,,,,,,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Garrett_Owens_21173.png,,Duquesne,Active
160,21189,56,Dareuan,Parker,,OL,,D. Parker,6047,331,1998-07-24,,,,,,,,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Dareuan_Parker_21189.png,,Mississippi St,Active
161,21193,78,Dylan,Pasquali,,OL,,D. Pasquali,6042,309,,,,,,,,,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Dylan_Pasquali_21193.png,,Ferris St,Active
162,21248,46,Race,Porter,,P,,R. Porter,6021,178,1998-02-08,,,,,,,,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Race_Porter_21248.png,,Washington,Active
163,21266,80,Ben,Putman,,WR,,B. Putman,5086,181,,,,,,,,,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Ben_Putman_21266.png,,Nevada,Active
164,21441,10,Justin,Smith,,WR,,J. Smith,6006,171,,,,,,,,,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Justin_Smith_21441.png,,Norfolk St,Active
165,21456,64,Jack,Snyder,,OL,,J. Snyder,6050,306,,,,,,,,,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jack_Snyder_21456.png,,San Jose St,Active
166,21471,,James,Stanley,,OL,,J. Stanley,6044,249,,,,,,,,,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/James_Stanley_21471.png,,Hampton,Reserve List
167,21536,16,Raleigh,Texada,,DB,,R. Texada,5102,191,,,,,,,,,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Raleigh_Texada_21536.png,,Baylor,Active
168,21548,91,Warren,Thomas,,LB,,W. Thomas,6025,255,,,,,,,,,,,,2,,,,Midland Lutheran,Reserve List
169,21567,,Kevin,Toliver,,DB,,K. Toliver,6016,204,1995-11-24,,,,,,,,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Kevin_Toliver_21567.png,,Louisiana St,Reserve List
170,21609,0,Kary,Vincent,,DB,,K. Vincent,5096,185,1999-02-27,,,,,,,,,,,2,,,,Louisiana St,Active
171,21628,89,Tim,Ward,,DL,,T. Ward,6053,265,1997-08-11,,,,,,,,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Tim_Ward_21628.png,,Old Dominion,Active
172,21820,47,Chauncey,Rivers,,LB,,C. Rivers,6020,262,1997-06-12,,,,,,,,,,,2,,,,Mississippi St,Active
173,21848,25,John,Brannon,,DB,,J. Brannon,6003,189,1998-03-10,,,,,,,,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/John_Brannon_21848.png,,Western Carolina,Active
174,21857,52,Emmanuel,Ellerbee,,LB,,E. Ellerbee,6006,232,1996-11-20,,,,,,,,,,,2,,,,Rice,Active
175,21932,,Jalen,Elliott,,DB,,J. Elliott,6003,205,1998-07-07,,,,,,,,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jalen_Elliott_21932.png,,Notre Dame,Reserve List
176,21946,97,Glen,Logan,,DL,,G. Logan,6026,298,,,,,,,,,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Glen_Logan_21946.png,,Louisiana St,Active
177,21952,,Shaquille,Morris,,OL,,S. Morris,6075,326,1994-02-23,,,,,,,,,,,2,,,,Witchita State,Reserve List
178,21955,19,Sewo,Olonilua,,RB,,S. Olonilua,6025,232,1997-11-27,,,,,,,,,,,2,,,,Texas Christian,Reserve List
179,21982,14,Cole,McDonald,,QB,,C. McDonald,6031,215,1998-05-20,,,,,,,,,,,2,,,,Hawaii,Active
180,21984,12,Brandon,Silvers,,QB,,B. Silvers,6023,224,,,,,,,,,,,,2,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Brandon_Silvers_21984.png,,Troy,Active
181,21989,98,C. J.,Brewer,,DL,,C. Brewer,6016,288,,,,,,,,,,,,2,,,,Coastal Carolina,Active
182,21998,65,Desmond,Noel,,OL,,D. Noel,6036,301,,,,,,,,,,,,2,,,,Florida Atlantic,Active
183,22032,24,Alexander,Myres,,DB,,A. Myres,5096,187,1996-04-20,,,,,,,,,,,2,,,,Houston,Active
184,22290,12,Kurt,Benkert,,QB,,K. Benkert,6025,219,1995-07-17,,,,,,,,,,,2,,,,Virginia,Reserve List
185,22299,15,Nate,Wieland,,LB,,N. Wieland,6040,234,,,,,,,,,,,,2,,,,Grand View,Active
186,22317,49,Derick,Roberson,,DL,,D. Roberson,6027,247,1995-11-15,,,,,,,,,,,2,,,,Sam Houston St,Reserve List
187,22364,57,Charles,Wiley,,DL,,C. Wiley,6021,251,,,,,,,,,,,,2,,,,TX-San Antonio,Active
188,22601,30,William,Likely,,DB,,W. Likely,5080,170,,,,,,,,,,,,2,,,,Maryland,Active
189,22682,77,Ryan,Pope,,OL,,R. Pope,6080,315,,,,,,,,,,,,2,,,,San Diego St,Active
190,22833,70,John,Yarbrough,,OL,,J. Yarbrough,6040,297,,,,,,,,,,,,2,,,,Richmond,Active
191,22852,76,Sage,Doxtater,,OL,,S. Doxtater,6070,316,,,,,,,,,,,,2,,,,New Mexico St,Active
192,22854,79,James,Moore,,OL,,J. Moore,6030,324,,,,,,,,,,,,2,,,,Central Washington,Active
193,22857,33,Trent,Harris,,LB,,T. Harris,6020,248,,,,,,,,,,,,2,,,,Miami-Fl,Active
194,22872,81,Davion,Davis,,WR,,D. Davis,,,,,,,,,,,,,,2,,,,Sam Houston St,Active
195,22875,96,Jack,Heflin,,DL,,J. Heflin,,,,,,,,,,,,,,2,,,,Iowa,Active
196,20080,75,Ja'Chai,Baker,,OL,,J. Baker,6056,321,,,,,,,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jachai_Baker_20080.png,,South Alabama,Active
197,20105,80,Ryan,Becker,,TE,,R. Becker,6044,245,1997-12-23,,,,,,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Ryan_Becker_20105.png,,SMU,Active
198,20134,48,Ja'Quain,Blakely,,DL,,J. Blakely,6013,269,,,,,,,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jaquain_Blakely_20134.png,,Tennessee,Active
199,20170,78,T.J.,Bradley,,OL,,T. Bradley,6062,325,,,,,,,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/TJ_Bradley_20170.png,,Maryland,Reserve List
200,20187,55,DeCalon,Brooks,,LB,,D. Brooks,5095,210,1999-03-24,,,,,,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Decalon_Brooks_20187.png,,Florida St,Reserve List
201,20221,20,Baylen,Buchanan,,DB,,B. Buchanan,5107,191,1998-06-19,,,,,,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Baylen_Buchanan_20221.png,,Louisiana Tech,Active
202,20242,16,Dontez,Byrd,,WR,,D. Byrd,5085,176,1995-08-09,,,,,,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Dontez_Byrd_20242.png,,Tennessee Tech,Active
203,20272,87,Logan,Carter,,TE,,L. Carter,6032,245,,,,,,,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Logan_Carter_20272.png,,Oklahoma St,Active
204,20308,34,Nick,Coe,,DL,,N. Coe,6045,280,1997-08-12,,,,,,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Nick_Coe_20308.png,,Auburn,Active
205,20357,26,Devin,Darrington,,RB,,D. Darrington,5086,215,,,,,,,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Devin_Darrington_20357.png,,Virginia,Reserve List
206,20384,70,Sunday,Deng,,OL,,S. Deng,6055,287,,,,,,,,,,,,4,,,,Northwestern Okla St,Active
207,20407,12,Quinten,Dormady,,QB,,Q. Dormady,6032,215,1996-02-19,,,,,,,,,,,4,,,,Central Michigan,Active
208,20444,22,Matt,Elam,,DB,,M. Elam,5097,208,1991-09-21,,,,,,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Matt_Elam_20444.png,,Florida,Active
209,20512,3,Deondre,Francois,,QB,,D. Francois,6015,215,,,,,,,,,,,,4,,,,Hampton,Active
210,20527,59,Ze'Veyon,Furcron,,OL,,Z. Furcron,5117,321,,,,,,,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Zeveyon_Furcron_20527.png,,Southern Illinois,Active
211,20546,41,Jeremiah,Gemmel,,LB,,J. Gemmel,6006,225,,,,,,,,,,,,4,,,,North Carolina,Active
212,20599,5,Stephen,Guidry,,WR,,S. Guidry,6030,201,1997-03-25,,,,,,,,,,,4,,,,Mississippi St,Active
213,20649,25,Josh,Harvey-Clemons,,DL,,J. Harvey-Clemons,6042,217,1994-02-20,,,,,,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Josh_Harvey-Clemons_20649.png,,Louisville,Active
214,20713,1,C.J.,Holmes,,DB,,C. Holmes,5105,184,,,,,,,,,,,,4,,,,Jackson St,Reserve List
215,20723,23,Najeem,Hosein,,DB,,N. Hosein,6000,195,,,,,,,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Najeem_Hosein_20723.png,,Ferris St,Active
216,20750,65,Jordan,Ighofose,,OL,,J. Ighofose,6027,326,,,,,,,,,,,,4,,,,Grambling,Active
217,20783,18,Andrew,Jamiel,,WR,,A. Jamiel,5085,169,,,,,,,,,,,,4,,,,Stonehill,Active
218,20841,36,Jacoby,Jones,,DL,,J. Jones,6023,267,,,,,,,,,,,,4,,,,Texas,Active
219,20929,11,Cody,Latimer,,TE,,C. Latimer,6024,215,1992-10-10,,,,,,,,,,,4,,,,Indiana,Active
220,20942,13,Mike,Lee,,DB,,M. Lee,5096,181,,,,,,,,,,,,4,,,,Kansas,Active
221,20962,,Armond,Lloyd,,DL,,A. Lloyd,6024,294,,,,,,,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Armond_Lloyd_20962.png,,Samford,Reserve List
222,20992,56,Stansly,Maponga,,DL,,S. Maponga,6017,256,1991-03-05,,,,,,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Stansly_Maponga_20992.png,,Texas Christian,Active
223,20997,30,Jah-Maine,Martin,,RB,,J. Martin,5095,215,,,,,,,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jah-Maine_Martin_20997.png,,North Carolina A&T,Active
224,21121,38,Marcus,Murphy,,DB,,M. Murphy,5112,198,1998-09-17,,,,,,,,,,,4,,,,Mississippi St,Active
225,21162,49,Emmanuel,Olenga,,DL,,E. Olenga,6040,250,,,,,,,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Emmanuel_Olenga_21162.png,,Tennessee St,Active
226,21179,51,Shawn,Page,,OL,,S. Page,6012,296,,,,,,,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Shawn_Page_21179.png,,Merrimack,Reserve List
227,21244,44,Terrance,Plummer,,LB,,T. Plummer,5113,241,1990-06-20,,,,,,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Terrance_Plummer_21244.png,,Central Florida,Active
228,21333,32,Justin,Rogers,,DB,,J. Rogers,5110,195,,,,,,,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Justin_Rogers_21333.png,,UTEP,Active
229,21365,99,Trevon,Sanders,,DL,,T. Sanders,6010,317,,,,,,,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Trevon_Sanders_21365.png,,Troy,Active
230,21448,8,Terrance,Smith,,LB,,T. Smith,6030,219,1993-05-03,,,,,,,,,,,4,,,,Florida St,Active
231,21453,4,Maurice,Smitherman,,DB,,M. Smitherman,5091,195,,,,,,,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Maurice_Smitherman_21453.png,,Mississippi St,Reserve List
232,21461,58,Jalen,Spady,,OL,,J. Spady,6020,310,,,,,,,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jalen_Spady_21461.png,,Florida A&M,Active
233,21514,94,Khristian,Tate,,DL,,K. Tate,5114,280,,,,,,,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Khristian_Tate_21514.png,,Georgetown-Dc,Active
234,21517,24,Roman,Tatum,,DB,,R. Tatum,5082,177,,,,,,,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Roman_Tatum_21517.png,,Southern Illinois,Active
235,21528,28,Kelvin,Taylor,,RB,,K. Taylor,5102,207,1993-09-28,,,,,,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Kelvin_Taylor_21528.png,,Florida,Active
236,21550,40,Erroll,Thompson,,LB,,E. Thompson,6004,239,1997-10-01,,,,,,,,,,,4,,,,Mississippi St,Active
237,21664,21,Shaquille,Wiggins,,DB,,S. Wiggins,5092,169,2018-01-08,,,,,,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Shaquille_Wiggins_21664.png,,Tennessee,Active
238,21696,9,Gerald,Willis,,DL,,G. Willis,6022,297,,,,,,,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Gerald_Willis_21696.png,,Miami-Fl,Active
239,21741,0,Jose,Borregales,,K,,J. Borregales,5100,206,,,,,,,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jose_Borregales_21741.png,,Miami-Fl,Active
240,21891,10,Deddrick,Thomas,,WR,,D. Thomas,5086,190,,,,,,,,,,,,4,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Deddrick_Thomas_21891.png,,Mississippi St,Active
241,21895,19,Johnny,Townsend,,P,,J. Townsend,6010,210,1995-02-14,,,,,,,,,,,4,,,,Florida,Active
242,21941,31,Lakia,Henry,,LB,,L. Henry,5110,231,,,,,,,,,,,,4,,,,Mississippi,Active
243,22001,88,Caeveon,Patton,,DL,,C. Patton,6012,291,,,,,,,,,,,,4,,,,Texas St,Active
244,22005,2,Javaris,Davis,,DB,,J. Davis,5084,183,1996-12-26,,,,,,,,,,,4,,,,Auburn,Active
245,22018,14,Charleston,Rambo,,WR,,C. Rambo,6005,177,,,,,,,,,,,,4,,,,Miami-Fl,Active
246,22020,,Dee,Virgin,,DB,,D. Virgin,5092,194,1993-10-29,,,,,,,,,,,4,,,,West Alabama,Reserve List
247,22021,33,Tyler,Williams,,DB,,T. Williams,6006,175,,,,,,,,,,,,4,,,,Mississippi St,Reserve List
248,22319,46,Tegray,Scales,,LB,,T. Scales,6003,230,1996-05-10,,,,,,,,,,,4,,,,Indiana,Active
249,22354,15,Javonta,Payton,,WR,,J. Payton,6003,175,,,,,,,,,,,,4,,,,Tennessee,Active
250,22414,77,Abdul,Beecham,,OL,,A. Beecham,6030,320,,,,,,,,,,,,4,,,,Kansas St,Active
251,22590,64,Fred,Lauina,,OL,,F. Lauina,6040,315,,,,,,,,,,,,4,,,,Oregon St,Active
252,22605,6,Paxton,Lynch,,QB,,P. Lynch,6070,244,,,,,,,,,,,,4,,,,Memphis,Active
253,22708,17,Eli,Rogers,,WR,,E. Rogers,5100,175,,,,,,,,,,,,4,,,,Louisville,Active
254,22878,55,David,Moore,,OL,,D. Moore,6020,316,,,,,,,,,,,,4,,,,Grambling,Active
255,22888,29,Trumaine,Washington,,DB,,T. Washington,5090,185,,,,,,,,,,,,4,,,,Louisville,Active
256,20008,5,Tenny,Adewusi,,DB,,T. Adewusi,5117,199,1997-05-13,,,,,,,,,,,3,,,,Delaware,Active
257,20016,82,Landen,Akers,,WR,,L. Akers,5115,189,1997-07-07,,,,,,,,,,,3,,,,Iowa St,Reserve List
258,20087,1,Luq,Barcoo,,DB,,L. Barcoo,6001,172,1998-07-27,,,,,,,,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Luq_Barcoo_20087.png,,San Diego St,Active
259,20140,,Bubba,Bolden,,DB,,B. Bolden,6021,209,,,,,,,,,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Bubba_Bolden_20140.png,,Miami-Fl,Reserve List
260,20142,2,Terrell,Bonds,,DB,,T. Bonds,5084,182,1996-07-22,,,,,,,,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Terrell_Bonds_20142.png,,Tennessee St,Active
261,20203,6,Fred,Brown,,WR,,F. Brown,6007,199,1993-12-01,,,,,,,,,,,3,,,,Mississippi St,Active
262,20264,,Owen,Carney,,LB,,O. Carney,6030,269,,,,,,,,,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Owen_Carney_20264.png,,Illinois,Reserve List
263,20301,16,Jack,Coan,,QB,,J. Coan,6032,218,,,,,,,,,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jack_Coan_20301.png,,Notre Dame,Active
264,20304,,Omari,Cobb,,LB,,O. Cobb,6034,216,1997-05-31,,,,,,,,,,,3,,,,Marshall,Reserve List
265,20362,3,Ben,Davis,,LB,,B. Davis,6034,237,1997-11-12,,,,,,,,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Ben_Davis_20362.png,,Texas,Active
266,20386,37,Stephen,Denmark,,DB,,S. Denmark,6024,220,1996-04-20,,,,,,,,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Stephen_Denmark_20386.png,,Valdosta St,Active
267,20410,55,Da'Sean,Downey,,LB,,D. Downey,6043,237,1995-05-01,,,,,,,,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/De'Sean_Downey_20410.png,,UMass,Active
268,20440,91,Javier,Edwards,,DL,,J. Edwards,6017,349,,,,,,,,,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Javiar_Edwards_20440.png,,Colorado,Active
269,20567,90,Matthew,Gotel,,DL,,M. Gotel,6016,341,,,,,,,,,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Matthew_Gotel_20567.png,,Webber International,Active
270,20697,31,Jon,Hilliman,,RB,,J. Hilliman,5113,216,,,,,,,,,,,,3,,,,Rutgers,Active
271,20733,,Andrzej,Hughes-Murray,,LB,,A. Hughes-Murray,6020,244,,,,,,,,,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Andrzej_Hughes-Murray_20733.png,,Oregon St,Reserve List
272,20785,40,Riko,Jeffers,,LB,,R. Jeffers,6005,224,,,,,,,,,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Riko_Jeffers_20785.png,,Texas Tech,Active
273,20856,10,Travis,Jonsen,,WR,,T. Jonsen,6010,210,1996-10-16,,,,,,,,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Travis_Jonsen_20856.png,,Montana St,Active
274,20862,71,Roubbens,Joseph,,OL,,R. Joseph,6044,312,1994-12-21,,,,,,,,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Roubbens_Joseph_20862.png,,Buffalo,Active
275,20864,59,Luke,Juriga,,OL,,L. Juriga,6033,301,1997-06-07,,,,,,,,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Luke_Juriga_20864.png,,Western Michigan,Active
276,20874,74,Derrick,Kelly,,OL,,D. Kelly,6046,307,1995-08-23,,,,,,,,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Derrick_Kelly_20874.png,,Florida St,Active
277,20901,28,Jack,Koerner,,DB,,J. Koerner,6003,209,,,,,,,,,,,,3,,,,Iowa,Active
278,20948,66,Kohl,Levao,,OL,,K. Levao,6047,324,1998-02-21,,,,,,,,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Kohl_Levao_20948.png,,Hawaii,Active
279,21029,63,Jordan,McCray,,OL,,J. McCray,6040,343,1992-05-31,,,,,,,,,,,3,,,,Central Florida,Reserve List
280,21194,4,Jawon,Pass,,QB,,J. Pass,6041,240,,,,,,,,,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jawon_Pass_21194.png,,Prairie View A&M,Active
281,21196,9,Jacques,Patrick,,RB,,J. Patrick,6020,226,1997-01-07,,,,,,,,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jacques_Patrick_21196.png,,Florida St,Active
282,21258,72,Norman,Price,,OL,,N. Price,6044,309,1994-08-25,,,,,,,,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Norman_Price_21258.png,,Southern Miss,Active
283,21311,13,Darece,Roberson,,WR,,D. Roberson,5093,161,1998-07-29,,,,,,,,,,,3,,,,Wayne St-Mi,Active
284,21314,,Gavin,Robertson,,DB,,G. Robertson,6014,200,,,,,,,,,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Gavin_Robertson_21314.png,,Montana,Reserve List
285,21419,20,Kemah,Siverand,,DB,,K. Siverand,6000,201,1996-11-12,,,,,,,,,,,3,,,,Oklahoma St,Active
286,21499,47,Rex,Sunahara,,LS,,R. Sunahara,6061,250,,,,,,,,,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Rex_Sunahara_21499.png,,West Virginia,Active
287,21568,80,Jalen,Tolliver,,WR,,J. Tolliver,6004,208,1995-12-30,,,,,,,,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jalen_Tolliver_21568.png,,Arkansas-Monticel,Active
288,21581,12,Calvin,Turner,,WR,,C. Turner,5113,197,,,,,,,,,,,,3,,,,Hawaii,Reserve List
289,21589,42,Mike,Tverdov,,DL,,M. Tverdov,6036,266,,,,,,,,,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Mike_Tverdov_21589.png,,Rutgers,Active
290,21672,,Daniel,Williams,,WR,,D. Williams,6016,234,1995-08-06,,,,,,,,,,,3,,,,Jackson St,Active
291,21706,0,Brad,Wing,,P,,B. Wing,6023,205,1991-01-27,,,,,,,,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Brad_Wing_21706.png,,Louisiana St,Active
292,21724,58,Willie,Wright,,OL,,W. Wright,6024,300,1996-02-25,,,,,,,,,,,3,,,,Tulsa,Reserve List
293,21740,33,Drew,Beesley,,DL,,D. Beesley,6020,251,,,,,,,,,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Drew_Beesley_21740.png,,Michigan St,Active
294,21761,24,Ryan,Lewis,,DB,,R. Lewis,5105,191,1994-04-15,,,,,,,,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Ryan_Lewis_21761.png,,Pittsburgh,Active
295,21765,88,Alize,Mack,,TE,,A. Mack,6040,249,1997-03-29,,,,,,,,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Alize_Mack_21765.png,,Notre Dame,Active
296,21770,,Dylan,Parham,,TE,,D. Parham,6042,241,,,,,,,,,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Dylan_Parham_21770.png,,North Carolina St,Reserve List
297,21775,23,Parker,Romo,,K,,P. Romo,5111,176,,,,,,,,,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/John Parker_Romo_21775.png,,Virginia Tech,Active
298,21898,18,T.J.,Vasher,,WR,,T. Vasher,6055,203,,,,,,,,,,,,3,,,,Texas Tech,Active
299,21915,35,Ben,Beise,,TE,,B. Beise,6027,247,,,,,,,,,,,,3,,,,WI-River Falls,Active
300,21954,77,Chidi,Okeke,,OL,,C. Okeke,6060,319,1996-12-26,,,,,,,,,,,3,,,,Tennessee St,Active
301,21974,15,Jordan,Williams,,LB,,J. Williams,5116,223,1997-05-26,,,,,,,,,,,3,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jordan_Williams_21974.png,,Baylor,Active
302,21992,,Rico,Gafford,,DB,,R. Gafford,5093,175,1996-05-23,,,,,,,,,,,3,,,,Wyoming,Reserve List
303,22013,97,Julian,McCleod,,DL,,J. McCleod,6011,282,1997-01-14,,,,,,,,,,,3,,,,Wagner,Reserve List
304,22022,84,Deon,Yelder,,TE,,D. Yelder,6025,256,1995-03-06,,,,,,,,,,,3,,,,Western Kentucky,Active
305,22023,,Prince,Emili,,DL,,P. Emili,6005,295,,,,,,,,,,,,3,,,,Penn,Reserve List
306,22028,17,Reid,Sinnett,,QB,,R. Sinnett,6035,229,1997-02-05,,,,,,,,,,,3,,,,San Diego,Active
307,22034,11,Kalen,Ballage,,RB,,K. Ballage,6015,227,1995-12-22,,,,,,,,,,,3,,,,Arizona St,Active
308,22376,22,Ranthony,Texada,,DB,,R. Texada,5100,172,1995-05-16,,,,,,,,,,,3,,,,Texas Christian,Active
